F1,F2,F3,F4,F6,F7
352.51718,1.1060102,-0.95670843,15.390217,19.463984,1941.8495
12.003426,1.5266244,-0.48649263,-4.896301,4.163281,-2.523438
140.19865,-2.403641,1.8559937,13.470694,13.963709,409.9912
37.998894,0.57791877,1.6728616,-5.9655337,10.054831,-67.52574
144.352,-1.9055731,1.5628495,13.152489,14.198206,426.93274
19.661383,-0.4922793,-1.2223516,-1.6423373,-0.3453679,12.067968
211.4342,2.318796,-1.0534644,11.177906,16.856836,816.42883
17.557291,0.07297397,-1.0264983,-2.5507102,0.8743415,8.086988
451.18762,1.022125,-1.4627204,-26.988087,18.822138,-2405.1838
139.35616,-2.5046694,1.9154611,13.535234,13.9161625,406.55463
117.60956,-3.4578946,2.148295,12.708382,11.5836735,327.36676
192.32681,0.49792457,-1.1445594,-18.857868,11.633509,-649.4947
45.022873,0.23337531,1.7220521,-6.1908526,10.3905735,-79.45763
82.3752,-2.8248227,0.81204844,8.087955,6.3509383,211.58879
65.15742,-2.515465,0.15907907,5.8301206,3.793901,155.01216
367.53302,0.9769132,-0.946424,15.838573,19.74145,2061.6306
235.77365,2.1095693,-1.0367789,11.9046135,17.306604,1010.5847
14.917452,0.7752502,-0.7894244,-3.6848311,2.3952336,3.099906
168.42114,0.43527198,-0.74027777,-16.984943,11.380396,-545.7453
12.375414,1.4349153,-0.53243876,-4.7487864,3.921846,-1.7847235
12.542456,1.3937309,-0.5530677,-4.682544,3.813437,-1.4530151
17.198181,0.16850829,-0.9942479,-2.70499,1.0812354,7.408574
300.38776,1.5541074,-0.9924598,13.833813,18.500635,1526.0123
36.46192,0.652931,1.66223,-5.915607,9.982023,-64.92935
151.53702,-1.0439589,1.0557351,12.602032,14.603891,456.24045
548.8537,-0.5817721,-0.8221259,21.252254,23.092218,3508.0286
12.166866,2.1956956,-0.46916246,-5.9020267,4.430549,-11.422783
11.689585,1.6066434,-0.44327974,-5.027469,4.3835273,-3.163916
135.67303,-2.946358,2.1754098,13.817427,13.708155,391.53113
209.4346,2.3359811,-1.0548377,11.11821,16.819849,800.4778
12.199301,1.4783332,-0.51068544,-4.818624,4.0361514,-2.1344614
23.070833,-1.3713982,-1.5189977,-0.21541357,-2.1918187,18.758352
95.92976,0.2435453,0.53012323,-11.172382,10.661661,-238.05951
109.262405,-3.3079169,1.8317323,11.613787,10.344027,299.9385
11.376904,1.7813051,-0.52962923,-5.2930923,4.3043647,-4.3374496
18.052128,-0.05866742,-1.0709367,-2.338119,0.5892501,9.021815
12.1028385,1.502116,-0.49877214,-4.856878,4.098758,-2.326022
133.30339,-3.2305214,2.3426614,13.998964,13.574381,381.8653
11.751793,1.5893123,-0.45431948,-4.9977374,4.330666,-3.0273764
36.0567,0.67363715,1.659123,-5.9039645,9.961199,-64.20893
13.511965,1.1491506,-0.6632037,-4.28865,3.2049804,0.4447155
192.92035,2.4779584,-1.0661521,10.625118,16.514704,668.7435
12.334694,1.4449537,-0.5274081,-4.764932,3.948278,-1.8655913
407.9508,0.62948585,-0.91874456,17.045315,20.488337,2384.0442
86.41182,-2.8973525,0.96513987,8.617298,6.950441,224.85286
12.105669,1.5014179,-0.4991212,-4.8557563,4.0969205,-2.3204005
13.135433,1.2475383,-0.626307,-4.447395,3.428576,-0.27545166
56.619713,-2.3620646,-0.16470861,4.7105355,2.5259452,126.957794
220.44539,2.2413404,-1.0472846,11.446945,17.02334,888.31116
584.21204,-0.88572717,-0.79789495,22.307934,23.745539,3790.0823
209.69345,2.333761,-1.0546622,11.125919,16.82464,802.54285
144.99556,-1.8283999,1.5174356,13.103189,14.234568,429.5578
118.40596,-3.4722044,2.178496,12.812819,11.701944,329.98367
211.92201,2.314617,-1.0531287,11.192448,16.865839,820.32007
98.21112,0.25007606,0.4769616,-11.39481,10.669794,-245.68608
168.24176,0.9592798,-0.12328863,11.322212,15.547098,524.37933
13.565765,1.1348379,-0.6680341,-4.265537,3.173984,0.5463517
210.74542,2.3247163,-1.0539298,11.157326,16.84411,810.9346
305.3928,1.5110891,-0.98902655,13.983234,18.593103,1565.9374
46.36053,-2.1777327,-0.55378294,3.3652081,1.0023322,93.246735
85.03755,0.21373725,0.74695826,-10.221348,10.582087,-195.86824
22.98105,1.570976,0.8549981,-5.8353763,7.462156,-37.095722
89.60556,0.22698951,0.636538,-10.678501,10.5941105,-210.53015
230.9748,2.1508176,-1.0400596,11.76133,17.21795,972.3042
15.86025,0.52443767,-0.8740945,-3.2797885,1.8520579,4.881009
239.28174,0.6056516,-1.5351691,-21.32909,12.572687,-916.1116
11.689585,1.6066434,-0.44327974,-5.027469,4.3835273,-3.163916
170.40314,0.44265723,-0.8297553,-17.307697,11.340082,-545.6378
27.200134,-1.5926039,-1.3313279,0.5256524,-1.6788735,31.55373
292.9489,1.6180723,-0.99757147,13.611683,18.363184,1466.6729
1338.9847,-7.3742065,-0.28040838,44.843517,37.69317,9810.911
94.27367,-3.0386126,1.2632966,9.64826,8.118029,250.68642
15.8236885,2.1108797,0.2113719,-5.8571544,5.5837073,-21.852062
55.24688,-0.06192422,1.6449647,-6.842777,10.693956,-100.83656
82.06401,0.20500922,0.82199335,-9.914341,10.577723,-186.81595
178.44478,2.1828172,-0.8434043,10.540531,16.12324,565.99756
25.734444,-1.5140879,-1.3979411,0.26261187,-1.8609433,27.012028
12.073177,1.5094268,-0.49510717,-4.8686404,4.118012,-2.3849244
11.882614,1.5564096,-0.47157145,-4.9442115,4.241691,-2.7633517
35.709023,0.7023046,1.6529565,-5.91188,9.924406,-63.17246
92.27774,0.23348975,0.60450983,-10.848469,10.63682,-224.17473
12.2799225,1.4584568,-0.52064466,-4.786655,3.9838233,-1.9743576
36.652534,-2.0033066,-0.9219508,2.0921578,-0.43941736,61.346848
41.24946,0.4333036,1.6908593,-6.0941577,10.184412,-72.47775
11.689585,1.6066434,-0.44327974,-5.027469,4.3835273,-3.163916
152.03735,-0.983948,1.0204148,12.563688,14.632151,458.28137
11.689585,1.6066434,-0.44327974,-5.027469,4.3835273,-3.163916
53.637894,-2.308489,-0.2777934,4.3195195,2.0831046,117.15971
412.60254,0.95376563,-1.675489,-26.554981,17.46557,-2102.9543
232.29218,0.59112525,-1.5157905,-21.077198,12.390436,-870.3895
11.782133,1.5811832,-0.45916224,-4.984058,4.3069034,-2.9628885
190.98444,2.4945848,-1.0674796,10.567337,16.478952,653.3006
12.121723,1.4974601,-0.5011039,-4.8493915,4.0865016,-2.2885163
201.76898,2.401901,-1.0600944,10.889301,16.678217,739.32935
90.17273,-2.9649203,1.1077676,9.110472,7.508981,237.21104
194.38223,2.4653852,-1.0651526,10.668774,16.541712,680.4051
698.7225,-1.870148,-0.71943426,25.72697,25.861506,4703.5327
131.22687,-3.4795353,2.4892144,14.158052,13.457117,373.3952
11.97884,1.532685,-0.48345613,-4.906051,4.179237,-2.5722575
26.2123,-1.5396845,-1.3762231,0.34836817,-1.8015847,28.492754
45.55249,-2.1632159,-0.5844245,3.259251,0.8823333,90.59155
28.004452,-1.6356919,-1.2947745,0.66999674,-1.5789628,34.046055
154.4866,-0.69023347,0.847548,12.376043,14.770441,468.2719
31.487816,-1.8222935,-1.1364636,1.2951341,-1.146256,44.83988
125.19565,-3.5941956,2.4359918,13.7031765,12.710291,352.2942
12.269377,1.4610574,-0.51934195,-4.790838,3.9906678,-1.9952991
95.1044,-3.0535338,1.2947984,9.757189,8.241388,253.41615
11.689585,1.6066434,-0.44327974,-5.027469,4.3835273,-3.163916
19.559912,-0.46486402,-1.2127109,-1.6862674,-0.28633165,11.875813
12.689257,1.3575389,-0.57120085,-4.624328,3.7181554,-1.1614876
109.59796,-3.3139412,1.8444543,11.657782,10.393854,301.04114
38.39363,-2.03459,-0.8559203,2.320477,-0.18084955,67.06798
13.650694,1.1122453,-0.6756625,-4.229049,3.125054,0.7067976
184.4029,2.551174,-1.0719962,10.370811,16.357294,600.79974
105.85625,-3.2467196,1.702559,11.167128,9.838175,288.74606
23.239458,1.5497491,0.8785577,-5.831718,7.5324626,-37.714626
12.307915,1.451556,-0.5240998,-4.775554,3.9656596,-1.9187744
39.249844,-2.0499737,-0.8234477,2.432757,-0.05368662,69.88144
521.93823,-0.3504336,-0.8405585,20.44868,22.59472,3293.3223
229.92958,2.1597974,-1.0407767,11.730133,17.198633,963.96655
11.86322,1.5611904,-0.46917582,-4.9519,4.2542777,-2.8018625
38.5963,0.5569799,1.6743665,-5.9984317,10.068838,-68.21904
256.33255,1.9328344,-1.0226722,12.518429,17.686548,1174.5836
21.05476,-0.8687451,-1.3547254,-1.0390677,-1.1559854,14.706596
61.050034,-0.01825738,1.4574914,-7.5462756,10.658144,-115.832535
15.740189,2.1169374,0.20390749,-5.8570113,5.562141,-21.683868
153.77678,-0.7753546,0.89765406,12.430424,14.730387,465.37653
129.4151,-3.6700099,2.5960107,14.256493,13.336939,366.15906
12.466326,1.4125011,-0.54366636,-4.7127337,3.862846,-1.6041915
36.23912,0.68222404,1.6547647,-5.9386096,9.93944,-63.84541
13.192034,2.1767213,-0.29356813,-5.8946967,4.702945,-13.991159
11.900877,1.5519073,-0.47382784,-4.9369693,4.229835,-2.727079
110.374146,0.28449988,0.20483637,-12.546574,10.725794,-288.13055
12.203823,1.4772174,-0.5112443,-4.816831,4.033217,-2.12548
29.083681,1.0906217,1.4075189,-5.783664,9.092474,-50.882763
12.269451,1.4610374,-0.5193486,-4.7908072,3.990623,-1.9951549
79.19524,0.19734168,0.8742089,-9.678486,10.551409,-174.94197
67.55105,-2.558469,0.24985552,6.1440034,4.149385,162.87752
11.936815,1.5430467,-0.47826624,-4.9227176,4.206512,-2.655715
133.65147,-3.188781,2.3180985,13.9723015,13.594049,383.28516
44.275513,-2.1402724,-0.632854,3.0917916,0.6926856,86.39549
13.734667,1.0899055,-0.6832032,-4.1929736,3.076676,0.8654299
49.632423,-0.0055925846,1.758471,-6.3176074,10.633261,-87.78186
35.95829,-1.9908316,-0.94828176,2.00112,-0.5425248,59.0656
80.422516,0.20069098,0.84994745,-9.78513,10.560556,-179.72273
49.84539,-0.01012063,1.758059,-6.334163,10.63315,-87.91609
12.228949,1.4710233,-0.51434755,-4.806869,4.016909,-2.0755847
194.85602,0.5042112,-1.1774726,-19.026508,11.671076,-662.0065
887.36774,-3.491852,-0.59003973,31.359417,29.347345,6208.357
12.197073,1.4788835,-0.5104108,-4.819509,4.037598,-2.138886
309.3183,0.7566221,-1.8599372,-24.243214,14.256037,-1353.9498
250.13492,1.986099,-1.0269141,12.333401,17.572016,1125.1449
67.69693,-2.5610917,0.25538683,6.163134,4.171045,163.35686
58.195915,-2.390382,-0.104934216,4.9172235,2.7600303,132.13713
34.491905,-1.9644864,-1.0038915,1.8088288,-0.76030207,54.24713
113.04486,0.29109168,0.17080164,-12.722446,10.766275,-301.4563
97.58353,-3.0980752,1.3888154,10.082285,8.609568,261.5624
11.689585,1.6066434,-0.44327974,-5.027469,4.3835273,-3.163916
51.348724,-0.07660699,1.7662492,-6.3942904,10.692396,-90.19136
11.842684,1.5662534,-0.46664095,-4.9600463,4.2676063,-2.842645
12.259802,1.4634187,-0.5181594,-4.7946334,3.996883,-2.014313
53.3368,-2.303079,-0.2892108,4.2800336,2.0384002,116.17035
330.70728,1.2935102,-0.9717078,14.73901,19.060846,1767.8718
175.13614,1.7860467,-0.60989904,10.79401,15.936365,552.5016
26.055624,1.3316705,1.1328588,-5.8138003,8.279652,-43.935116
23.34464,-1.3860657,-1.5065522,-0.16627264,-2.157805,19.606796
71.34549,-2.62665,0.39375544,6.6415887,4.7128997,175.34583
267.28192,0.66073585,-1.5257392,-22.077198,13.398279,-1112.8517
578.5703,1.2308652,-0.33277655,-27.137989,23.769342,-3469.4937
350.21356,0.834625,-1.7875495,-25.16045,15.526178,-1650.4191
12.374708,1.4350889,-0.532351,-4.749067,3.9223084,-1.7861311
12.00132,1.5271442,-0.48623323,-4.897138,4.1646457,-2.52762
13.008127,1.2789247,-0.61058474,-4.4978766,3.5111976,-0.5282581
72.65341,-2.6501486,0.44335794,6.8130994,4.907144,179.64357
16.690252,2.0480459,0.2888236,-5.8587184,5.807504,-23.597698
12.100304,1.5027416,-0.49845934,-4.857885,4.1004004,-2.3310525
81.94455,0.20552802,0.8019738,-9.970936,10.552301,-182.86504
54.131454,-0.07444024,1.6841455,-6.701122,10.70418,-97.849335
17.033934,0.21220183,-0.9794965,-2.7755523,1.1758647,7.09828
12.858946,1.3157032,-0.5921588,-4.557037,3.608025,-0.8245133
67.76117,-2.5622475,0.2578225,6.171559,4.1805816,163.56796
205.74646,2.3677022,-1.0573554,11.008068,16.751734,771.0578
12.150293,1.4904163,-0.5046344,-4.83806,4.0679564,-2.2317777
29.146679,-1.6968796,-1.2428613,0.8749871,-1.4370732,37.585453
14.638346,2.149492,-0.020292759,-5.8773704,5.147371,-18.07644
15.545561,2.1310499,0.18651247,-5.8566546,5.5118766,-21.2918
11.873827,1.5585763,-0.47048616,-4.9476943,4.247393,-2.7807996
115.13968,0.29724097,0.11845636,-12.937229,10.769907,-307.9142
141.08865,0.36567664,-0.3310218,-15.002094,11.032984,-418.8772
23.559828,1.5223024,0.90798426,-5.8253093,7.621242,-38.52627
30.717882,0.97448707,1.5531411,-5.790527,9.511129,-54.08137
40.547287,0.45262122,1.6908059,-6.0468097,10.177141,-71.865875
11.914465,1.548557,-0.4755063,-4.931581,4.2210155,-2.7000968
13.416794,1.1744697,-0.65465593,-4.329538,3.2598119,0.26491988
12.49193,1.4061878,-0.54682875,-4.702581,3.8462253,-1.553344
92.96434,-3.0150836,1.2136445,9.476557,7.923578,246.38405
12.009018,1.5252464,-0.487185,-4.8940864,4.1596484,-2.5123303
11.689585,1.6066434,-0.44327974,-5.027469,4.3835273,-3.163916
21.473005,-0.9817469,-1.3944631,-0.857986,-1.3993115,15.498636
438.70844,0.3650663,-0.8976264,17.96365,21.056757,2629.3984
174.31114,1.687124,-0.5516639,10.857204,15.889826,549.1364
26.836216,-1.5731089,-1.3478675,0.46033907,-1.7240834,30.426075
12.399673,2.191387,-0.42928648,-5.9003615,4.4924064,-12.006029
18.913305,-0.29016423,-1.1512799,-1.9662166,0.089841366,10.65134
11.863415,1.5611436,-0.4692006,-4.9518237,4.254149,-2.801473
11.002275,2.2172506,-0.66863775,-5.910356,4.121104,-8.505106
30.71744,0.96610236,1.5546727,-5.7765765,9.523081,-54.412617
75.77871,-2.7062972,0.5618787,7.2229276,5.3712783,189.91313
454.3609,0.23046088,-0.88691473,18.431057,21.345942,2754.2578
12.640335,1.369601,-0.56515837,-4.6437297,3.749905,-1.2586341
